ID,Age,Sex,Ethnicity,University_Degree,Flu_Vaccination_History,Living_Area,Before_Perception
656,55,Female,White,No,Yes,Urban,4
657,18,Female,Black,Yes,Yes,Urban,1
658,36,Female,White,No,No,Urban,3
659,55,Male,Black,No,No,Rural,5
660,45,Female,White,No,No,Urban,2
661,64,Male,Latino,Yes,No,Rural,4
662,26,Female,White,No,Yes,Urban,3
663,64,Male,Asian,No,No,Urban,4
664,27,Female,Black,No,Yes,Urban,5
665,41,Female,Asian,Yes,No,Urban,2
666,43,Female,White,No,No,Rural,1
667,25,Male,White,No,Yes,Rural,4
668,22,Male,Latino,No,No,Urban,2
669,30,Female,White,No,No,Urban,2
670,39,Female,Latino,No,Yes,Urban,1
671,51,Male,Latino,Yes,Yes,Urban,2
672,42,Female,White,No,No,Rural,2
673,40,Male,White,No,Yes,Urban,2
674,58,Female,White,No,No,Urban,4
675,38,Female,Latino,Yes,Yes,Rural,5
676,20,Male,White,No,Yes,Urban,1
677,25,Male,White,No,Yes,Urban,5
678,63,Male,Latino,Yes,No,Urban,5
679,56,Female,White,No,Yes,Rural,1
680,56,Female,Black,No,No,Urban,2
681,39,Female,White,No,No,Rural,3
682,62,Female,Asian,No,No,Rural,3
683,28,Female,White,No,No,Urban,5
684,40,Male,White,No,Yes,Urban,4
685,33,Male,White,Yes,No,Urban,4
686,45,Female,White,No,Yes,Urban,4
687,52,Female,Others,No,Yes,Rural,3
688,59,Male,White,No,Yes,Urban,3
689,46,Female,White,Yes,Yes,Urban,5
690,55,Male,White,Yes,Yes,Urban,5
691,23,Female,White,No,Yes,Urban,1
692,31,Male,White,No,Yes,Urban,5
693,46,Male,Latino,No,No,Urban,3
694,45,Male,Black,No,No,Urban,2
695,27,Male,White,No,Yes,Urban,2
696,63,Male,White,Yes,Yes,Urban,3
697,64,Male,White,No,No,Urban,4
698,21,Male,Asian,Yes,Yes,Urban,4
699,41,Male,White,No,No,Urban,5
700,19,Male,White,Yes,Yes,Rural,2
701,63,Male,White,Yes,No,Urban,2
702,46,Male,White,No,No,Rural,3
703,42,Female,White,Yes,No,Rural,3
704,48,Male,White,No,Yes,Urban,3
705,64,Female,Others,Yes,Yes,Urban,2
706,63,Female,Latino,Yes,No,Urban,2
707,32,Male,Black,No,No,Rural,2
708,55,Male,White,Yes,Yes,Urban,5
709,50,Female,White,Yes,No,Urban,3
710,25,Male,White,No,No,Urban,3
711,57,Female,White,No,No,Urban,1
712,33,Female,White,No,No,Urban,1
713,55,Male,Black,No,No,Urban,3
714,61,Female,White,No,Yes,Rural,1
715,58,Female,Latino,No,No,Urban,5
716,51,Female,White,No,No,Urban,5
717,23,Female,White,No,Yes,Urban,2
718,56,Female,White,Yes,No,Urban,2
719,57,Female,Others,No,Yes,Urban,5
720,40,Female,White,Yes,No,Urban,1
721,38,Male,White,No,Yes,Urban,4
722,52,Male,Black,No,Yes,Urban,5
723,64,Female,White,Yes,No,Urban,3
724,46,Female,White,No,No,Urban,1
725,52,Male,White,No,Yes,Urban,1
726,19,Female,Others,No,Yes,Urban,3
727,50,Male,Latino,No,Yes,Urban,1
728,43,Male,Black,No,No,Urban,1
729,61,Male,Latino,No,Yes,Rural,1
730,49,Male,Latino,No,No,Rural,4
731,35,Male,Latino,Yes,Yes,Rural,5
732,51,Male,Asian,No,No,Urban,3
733,47,Male,White,No,Yes,Urban,1
734,61,Male,Latino,Yes,Yes,Urban,4
735,40,Female,White,Yes,No,Urban,1
736,37,Male,White,Yes,No,Urban,1
737,63,Female,White,No,No,Urban,2
738,40,Male,Black,No,Yes,Urban,2
739,57,Male,White,No,Yes,Urban,2
740,25,Female,White,Yes,No,Urban,4
741,31,Female,White,No,Yes,Urban,2
742,40,Female,White,Yes,Yes,Urban,1
743,63,Female,Black,Yes,Yes,Urban,5
744,31,Male,White,No,Yes,Urban,4
745,19,Male,White,No,No,Urban,5
746,21,Male,Latino,No,No,Rural,5
747,41,Female,White,No,Yes,Urban,2
748,53,Male,White,No,Yes,Urban,2
749,26,Male,Latino,Yes,No,Urban,4
750,33,Male,White,Yes,No,Rural,1
751,49,Male,White,No,Yes,Rural,2
752,49,Female,White,No,Yes,Rural,2
753,44,Male,Others,No,No,Urban,4
754,32,Female,Black,Yes,Yes,Urban,5
755,21,Male,White,No,Yes,Urban,3
756,53,Male,Black,No,Yes,Rural,5
757,42,Female,Black,Yes,Yes,Urban,5
758,32,Female,White,No,No,Urban,1
759,29,Male,Latino,Yes,No,Urban,3
760,24,Female,Latino,No,Yes,Rural,4
761,53,Female,White,No,No,Rural,1
762,41,Male,White,No,No,Rural,1
763,23,Female,White,No,Yes,Urban,2
764,58,Male,White,No,Yes,Urban,2
765,62,Female,Black,No,No,Urban,4
766,48,Male,White,No,No,Urban,5
767,38,Male,White,Yes,Yes,Urban,4
768,28,Male,Latino,No,Yes,Urban,3
769,33,Female,White,No,No,Urban,1
770,31,Female,White,No,No,Urban,1
771,42,Male,White,No,No,Urban,4
772,31,Male,Latino,No,Yes,Urban,5
773,55,Female,White,Yes,Yes,Urban,2
774,35,Male,White,No,No,Rural,4
775,31,Female,White,Yes,Yes,Urban,3
776,41,Female,White,No,Yes,Rural,5
777,25,Male,Latino,Yes,No,Rural,5
778,62,Female,Black,No,No,Urban,3
779,42,Female,Latino,No,Yes,Rural,1
780,51,Female,White,No,Yes,Rural,5
781,62,Female,White,No,Yes,Urban,4
782,61,Female,White,No,No,Urban,1
783,45,Female,White,No,No,Urban,5
784,41,Female,White,Yes,Yes,Urban,2
785,35,Female,Latino,No,No,Urban,5
786,51,Male,Latino,No,No,Urban,2
787,59,Female,White,No,No,Urban,4
788,20,Male,Latino,Yes,No,Rural,5
789,29,Female,White,No,No,Rural,2
790,53,Female,Latino,No,No,Urban,1
791,22,Male,White,No,Yes,Urban,5
792,36,Female,White,No,No,Rural,2
793,29,Female,White,No,Yes,Rural,5
794,44,Female,Black,No,No,Urban,2
795,34,Male,White,No,Yes,Urban,4
796,60,Female,Asian,No,Yes,Rural,3
797,45,Male,Black,No,No,Urban,2
798,57,Male,White,Yes,Yes,Rural,4
799,39,Male,Black,Yes,Yes,Urban,5
800,27,Male,Latino,No,No,Urban,2
801,58,Male,White,Yes,Yes,Urban,3
802,23,Female,White,Yes,Yes,Urban,3
803,34,Female,White,No,No,Urban,4
804,29,Female,White,No,No,Urban,4
805,23,Female,Asian,No,No,Rural,5
806,60,Male,White,No,No,Urban,2
807,39,Female,White,Yes,No,Urban,5
808,33,Female,White,Yes,Yes,Urban,3
809,21,Male,White,Yes,No,Urban,5
810,42,Male,Asian,No,Yes,Urban,2
811,50,Male,Asian,No,No,Rural,5
812,18,Female,Others,Yes,No,Urban,1
813,32,Male,White,No,No,Urban,4
814,34,Male,Asian,Yes,Yes,Rural,4
815,60,Male,White,No,Yes,Urban,3
816,36,Male,Asian,No,Yes,Urban,2
817,36,Female,Latino,Yes,Yes,Urban,4
818,37,Female,White,No,Yes,Rural,1
819,18,Female,White,No,Yes,Urban,4
820,40,Male,Black,No,Yes,Urban,4
821,33,Female,White,No,Yes,Urban,1
822,41,Male,Latino,Yes,Yes,Rural,3
823,37,Male,White,No,No,Urban,1
824,32,Male,White,No,No,Urban,2
825,41,Female,Asian,No,No,Rural,3
826,54,Female,White,No,No,Urban,5
827,58,Female,Asian,No,No,Rural,3
828,50,Female,White,Yes,No,Urban,4
829,49,Male,White,Yes,No,Urban,5
830,48,Male,Latino,No,No,Urban,4
831,32,Male,White,Yes,Yes,Urban,4
832,18,Male,White,Yes,Yes,Urban,1
833,29,Female,White,Yes,Yes,Urban,5
834,52,Female,Others,No,Yes,Urban,2
835,54,Male,Latino,No,Yes,Rural,3
836,47,Male,White,No,Yes,Urban,4
837,43,Male,White,No,No,Urban,2
838,28,Male,Black,No,Yes,Rural,3
839,49,Female,White,Yes,No,Urban,1
840,19,Male,Latino,No,Yes,Urban,3
841,27,Male,Latino,No,Yes,Urban,2
842,63,Female,White,No,Yes,Urban,3
843,39,Male,White,No,Yes,Urban,1
844,26,Female,Black,Yes,Yes,Urban,5
845,47,Female,White,No,No,Urban,3
846,42,Male,White,Yes,No,Urban,3
847,38,Female,Others,No,No,Rural,4
848,35,Male,White,No,No,Urban,3
849,37,Male,White,Yes,Yes,Urban,2
850,57,Female,White,No,Yes,Rural,5
851,33,Female,Others,No,Yes,Urban,3
852,56,Male,Asian,No,No,Urban,4
853,52,Female,White,No,Yes,Urban,4
854,46,Male,Latino,Yes,No,Urban,4
855,63,Female,Black,No,Yes,Rural,1
856,47,Male,Latino,Yes,Yes,Rural,1
857,20,Female,White,No,Yes,Urban,4
858,49,Male,White,No,No,Urban,5
859,31,Male,Latino,No,Yes,Urban,1
860,43,Male,White,No,No,Rural,2
861,22,Male,White,Yes,Yes,Urban,3
862,45,Female,White,No,Yes,Urban,3
863,25,Female,Black,No,Yes,Urban,5
864,62,Female,White,Yes,Yes,Urban,2
865,50,Female,Black,No,Yes,Urban,5
866,53,Female,Others,No,Yes,Rural,2
867,30,Male,Asian,No,Yes,Rural,3
868,37,Female,White,No,Yes,Urban,3
869,35,Male,White,No,No,Rural,3
870,37,Male,White,No,Yes,Urban,3
871,60,Female,White,No,No,Urban,3
872,50,Male,White,No,No,Urban,1
873,38,Male,White,No,No,Urban,1
874,63,Female,White,No,Yes,Urban,5
875,41,Male,Black,Yes,No,Rural,3
876,45,Male,White,No,No,Urban,1
877,22,Male,White,Yes,No,Urban,5
878,47,Female,Others,Yes,No,Urban,4
879,60,Male,White,No,No,Urban,3
880,41,Female,Latino,No,Yes,Urban,3
881,56,Female,Latino,No,Yes,Urban,4
882,31,Male,White,No,No,Rural,4
883,53,Female,Latino,No,No,Urban,5
884,53,Female,White,No,Yes,Urban,5
885,43,Female,White,No,Yes,Urban,1
886,30,Female,White,No,No,Urban,4
887,57,Male,White,No,No,Urban,2
888,38,Female,White,Yes,Yes,Urban,3
889,43,Male,White,No,No,Urban,2
890,51,Male,White,No,No,Rural,4
891,57,Male,White,No,Yes,Urban,1
892,31,Female,Black,No,Yes,Rural,4
893,38,Male,White,No,Yes,Urban,4
894,60,Male,Asian,No,No,Urban,1
895,64,Female,White,Yes,No,Urban,5
896,36,Male,White,No,No,Urban,3
897,29,Male,White,No,Yes,Urban,2
898,53,Male,White,No,Yes,Rural,5
899,47,Male,Black,No,No,Urban,2
900,61,Male,Latino,Yes,Yes,Rural,1
901,50,Female,Black,No,Yes,Urban,1
902,61,Female,Latino,No,No,Urban,2
903,40,Female,Others,No,No,Urban,1
904,58,Male,Others,Yes,No,Rural,1
905,30,Female,Latino,No,No,Urban,2
906,45,Male,White,No,No,Urban,5
907,45,Male,White,No,Yes,Urban,5
908,36,Male,White,No,No,Rural,2
909,54,Male,Latino,No,Yes,Urban,4
910,48,Male,White,No,Yes,Urban,1
911,59,Female,White,No,Yes,Urban,4
912,56,Female,Latino,No,Yes,Urban,2
913,34,Male,White,No,Yes,Rural,5
914,45,Female,White,No,Yes,Urban,5
915,21,Female,White,No,Yes,Urban,4
916,23,Male,White,No,Yes,Rural,1
917,36,Male,White,Yes,No,Urban,4
918,40,Female,Latino,No,Yes,Urban,1
919,57,Male,White,No,Yes,Urban,3
920,62,Female,White,No,No,Urban,3
921,59,Male,White,Yes,Yes,Urban,4
922,23,Female,Latino,Yes,No,Urban,4
923,41,Male,White,Yes,Yes,Urban,2
924,39,Female,White,No,No,Urban,5
925,38,Female,White,No,Yes,Urban,3
926,31,Male,White,No,Yes,Urban,4
927,41,Male,Black,No,Yes,Urban,1
928,42,Female,White,No,No,Urban,2
929,34,Male,Latino,No,No,Urban,1
930,63,Male,White,Yes,No,Rural,2
931,52,Male,Latino,Yes,Yes,Urban,2
932,34,Female,Asian,No,Yes,Urban,3
933,45,Male,White,No,No,Rural,3
934,19,Female,Latino,Yes,Yes,Urban,5
935,51,Female,Latino,No,Yes,Rural,5
936,18,Female,White,No,Yes,Urban,2
937,64,Male,White,No,No,Rural,1
938,20,Female,White,No,No,Urban,5
939,39,Male,White,No,No,Urban,5
940,59,Male,Latino,No,No,Urban,2
941,21,Female,White,Yes,Yes,Urban,5
942,32,Male,Latino,No,No,Urban,1
943,53,Female,White,No,No,Urban,2
944,56,Male,White,No,No,Urban,2
945,29,Male,Latino,No,Yes,Rural,1
946,54,Male,White,No,No,Urban,4
947,58,Male,White,No,Yes,Urban,5
948,24,Male,Latino,No,No,Urban,3
949,48,Male,White,No,No,Rural,5
950,22,Male,White,No,No,Rural,3
951,44,Male,White,Yes,Yes,Rural,2
952,42,Female,Latino,No,Yes,Urban,2
953,34,Female,White,No,Yes,Urban,4
954,45,Male,White,No,Yes,Rural,3
955,44,Female,White,Yes,Yes,Urban,4
956,43,Male,White,No,No,Urban,2
957,46,Male,White,No,No,Urban,5
958,44,Female,White,No,Yes,Urban,1
959,34,Male,White,No,No,Urban,2
960,55,Female,Latino,No,Yes,Urban,3
961,33,Female,White,No,Yes,Urban,1
962,26,Male,White,Yes,Yes,Urban,5
963,49,Male,White,No,Yes,Urban,1
964,18,Male,White,No,No,Urban,3
965,26,Male,White,No,Yes,Urban,2
966,24,Female,Asian,Yes,Yes,Urban,4
967,61,Male,Black,No,No,Urban,3
968,54,Male,White,No,No,Urban,3
969,57,Female,Latino,No,Yes,Urban,4
970,62,Male,White,No,No,Urban,5
971,23,Male,Latino,No,Yes,Urban,1
972,54,Female,White,No,Yes,Urban,4
973,56,Female,White,No,No,Urban,5
974,21,Male,Black,No,No,Urban,5
975,54,Male,White,No,No,Urban,3
976,27,Female,White,No,No,Urban,4
977,27,Male,White,Yes,Yes,Urban,3
978,52,Male,Latino,No,No,Urban,1
979,25,Male,White,No,No,Urban,4
980,40,Female,Asian,No,Yes,Urban,2
981,24,Female,White,No,Yes,Urban,2
982,19,Male,Latino,No,No,Rural,2
983,55,Female,White,No,Yes,Urban,4
984,37,Male,White,No,No,Urban,3
985,48,Female,Asian,Yes,Yes,Urban,4
986,47,Female,White,No,No,Urban,1
987,42,Male,Latino,No,Yes,Urban,4
988,27,Male,White,Yes,Yes,Rural,1
989,34,Female,White,No,No,Urban,2
990,26,Male,Latino,No,Yes,Rural,2
991,60,Male,White,No,Yes,Urban,3
992,49,Female,Latino,Yes,No,Urban,1
993,41,Female,White,No,Yes,Rural,1
994,33,Male,White,Yes,Yes,Urban,5
995,63,Male,White,No,Yes,Urban,2
996,29,Male,White,No,No,Urban,5
997,52,Male,White,No,Yes,Urban,1
998,60,Female,White,No,No,Urban,2
999,64,Female,Latino,Yes,No,Urban,2
1000,63,Female,White,No,Yes,Urban,4
1001,34,Female,White,Yes,No,Urban,4
1002,46,Male,Black,No,Yes,Urban,3
1003,53,Female,White,Yes,No,Urban,4
1004,52,Male,Latino,No,No,Urban,4
1005,21,Female,Asian,No,No,Urban,1
1006,24,Female,White,No,No,Rural,2
1007,36,Female,White,No,No,Urban,4
1008,64,Male,Latino,No,No,Urban,5
1009,45,Male,Latino,No,Yes,Urban,2
1010,58,Male,White,No,No,Urban,5
1011,39,Female,White,No,No,Rural,3
1012,38,Male,Black,No,Yes,Urban,1
1013,22,Female,White,No,Yes,Rural,2
1014,62,Female,Others,No,No,Urban,4
1015,49,Male,Asian,Yes,No,Rural,1
1016,18,Female,White,Yes,No,Urban,3
1017,37,Female,Latino,Yes,No,Urban,5
1018,45,Male,White,Yes,Yes,Urban,3
1019,61,Female,Others,No,Yes,Urban,1
1020,54,Male,Latino,No,Yes,Urban,4
1021,29,Male,White,No,Yes,Urban,3
1022,35,Female,Latino,Yes,Yes,Urban,2
1023,62,Female,Black,No,No,Rural,2
1024,22,Male,Latino,No,No,Urban,2
1025,48,Male,Asian,No,No,Urban,2
1026,19,Female,Latino,No,No,Urban,4
1027,62,Female,Black,No,Yes,Urban,3
1028,26,Female,White,No,No,Urban,3
1029,19,Male,White,No,Yes,Urban,4
1030,35,Female,Latino,Yes,Yes,Urban,5
1031,52,Male,White,No,No,Urban,1
1032,61,Male,White,No,Yes,Urban,1
1033,42,Female,White,Yes,No,Urban,2
1034,33,Female,White,No,Yes,Urban,2
1035,58,Male,White,No,No,Urban,5
1036,61,Male,White,No,No,Rural,5
1037,63,Male,White,No,No,Urban,3
1038,37,Female,White,No,Yes,Rural,4
1039,21,Male,Asian,Yes,Yes,Urban,1
1040,49,Male,Latino,No,No,Urban,2
1041,37,Female,Black,No,No,Urban,1
1042,56,Male,White,Yes,No,Urban,1
1043,32,Female,White,No,Yes,Urban,4
1044,35,Female,Latino,No,Yes,Urban,2
1045,24,Female,Latino,Yes,No,Urban,2
1046,20,Female,Latino,No,No,Urban,5
1047,25,Male,White,No,Yes,Urban,2
1048,46,Male,White,Yes,Yes,Urban,2
1049,25,Female,White,Yes,No,Urban,2
1050,18,Female,Latino,No,Yes,Rural,3
1051,60,Male,Latino,Yes,No,Urban,3
1052,38,Female,Asian,Yes,Yes,Urban,4
1053,56,Male,White,Yes,No,Urban,2
1054,62,Male,Black,Yes,No,Urban,1
1055,19,Female,White,No,Yes,Rural,3
1056,51,Female,White,Yes,No,Rural,3
1057,38,Male,White,Yes,No,Rural,1
1058,50,Male,Latino,Yes,No,Urban,3
1059,56,Male,Black,Yes,Yes,Urban,4
1060,57,Female,White,Yes,Yes,Rural,1
1061,24,Female,White,No,No,Urban,4
1062,32,Male,White,No,No,Rural,5
1063,26,Male,Latino,No,Yes,Urban,1
1064,47,Male,Latino,Yes,No,Rural,2
1065,61,Female,White,Yes,Yes,Urban,1
1066,34,Male,White,No,No,Rural,4
1067,55,Male,White,No,Yes,Urban,3
1068,58,Female,Asian,Yes,No,Urban,2
1069,56,Male,White,No,No,Urban,1
1070,38,Female,Black,No,Yes,Urban,2
1071,20,Male,Others,Yes,No,Urban,1
1072,54,Female,White,No,No,Rural,5
1073,34,Female,Asian,No,Yes,Rural,2
1074,34,Female,Black,No,No,Urban,5
1075,28,Female,Latino,Yes,Yes,Urban,2
1076,27,Female,Latino,No,Yes,Rural,2
1077,18,Male,White,Yes,Yes,Urban,3
1078,27,Male,White,No,No,Urban,2
1079,42,Male,White,No,Yes,Urban,4
1080,33,Male,White,No,Yes,Urban,2
1081,55,Male,White,No,Yes,Urban,1
1082,49,Female,Asian,No,Yes,Urban,1
1083,42,Female,Asian,Yes,Yes,Rural,4
1084,30,Male,Black,Yes,Yes,Rural,3
1085,60,Female,White,Yes,Yes,Urban,4
1086,33,Male,White,No,No,Urban,3
1087,58,Male,White,No,Yes,Urban,3
1088,37,Female,White,No,No,Urban,5
1089,45,Male,Latino,Yes,No,Urban,5
1090,25,Female,White,No,Yes,Urban,1
1091,48,Male,White,No,Yes,Urban,4
1092,45,Female,Latino,No,Yes,Rural,3
1093,46,Male,Latino,No,Yes,Urban,5
1094,59,Female,Asian,No,Yes,Urban,3
1095,51,Female,Black,Yes,No,Urban,3
1096,54,Male,White,Yes,Yes,Urban,3
1097,59,Female,Black,No,No,Urban,5
1098,37,Female,White,No,No,Urban,4
1099,22,Male,White,No,No,Rural,5
1100,44,Male,White,No,No,Urban,1
1101,54,Male,White,Yes,Yes,Rural,5
1102,54,Female,Latino,No,No,Urban,5
1103,48,Female,Asian,No,Yes,Urban,2
1104,50,Male,White,No,Yes,Urban,2
1105,49,Female,White,No,Yes,Urban,4
1106,34,Female,White,Yes,No,Urban,5
1107,60,Male,White,No,No,Urban,2
1108,40,Male,Black,No,No,Urban,1
1109,62,Male,White,No,Yes,Urban,1
1110,58,Female,Latino,No,No,Rural,2
1111,54,Female,White,Yes,Yes,Rural,2
1112,34,Male,Asian,No,Yes,Urban,3
1113,35,Male,White,No,No,Urban,2
1114,31,Female,Black,No,Yes,Urban,3
1115,33,Female,Black,No,No,Urban,4
1116,41,Female,White,No,Yes,Urban,3
1117,56,Male,White,No,No,Urban,4
1118,20,Female,White,Yes,Yes,Urban,4
1119,30,Female,White,No,No,Rural,5
1120,56,Male,White,No,No,Urban,5
1121,38,Male,Asian,No,No,Urban,1
1122,36,Female,White,No,Yes,Urban,2
1123,33,Female,Black,No,No,Urban,3
1124,45,Female,Black,No,No,Urban,3
1125,22,Male,Latino,No,No,Urban,2
1126,25,Female,White,No,No,Rural,4
1127,32,Female,Latino,No,No,Rural,2
1128,26,Male,White,No,Yes,Rural,2
1129,35,Male,Latino,No,Yes,Urban,4
1130,37,Male,Black,No,No,Urban,5
1131,53,Male,Asian,Yes,No,Urban,3
1132,62,Male,Latino,Yes,No,Rural,5
1133,61,Male,White,No,No,Rural,5
1134,43,Female,White,No,No,Urban,5
1135,19,Male,White,Yes,No,Urban,3
1136,55,Female,White,No,No,Urban,4
1137,23,Female,Latino,No,Yes,Urban,3
1138,20,Female,White,Yes,Yes,Rural,5
1139,38,Male,Latino,No,No,Urban,2
1140,40,Female,White,Yes,No,Urban,2
1141,43,Female,Latino,Yes,No,Urban,3
1142,39,Female,Latino,No,Yes,Urban,2
1143,37,Female,Asian,No,No,Urban,2
1144,62,Male,White,No,Yes,Rural,4
1145,47,Female,Latino,No,Yes,Rural,4
1146,49,Male,White,Yes,Yes,Urban,5
1147,19,Female,White,No,No,Urban,2
1148,57,Female,Black,Yes,Yes,Urban,3
1149,56,Female,White,No,No,Rural,3
1150,55,Female,White,Yes,No,Urban,2
1151,47,Female,White,No,Yes,Urban,3
1152,49,Male,Asian,No,Yes,Rural,5
1153,44,Male,White,No,Yes,Urban,1
1154,29,Female,White,Yes,No,Urban,5
1155,63,Male,White,Yes,Yes,Rural,4
1156,40,Female,White,Yes,No,Urban,2
1157,32,Female,White,Yes,Yes,Urban,4
1158,52,Male,Black,No,Yes,Rural,3
1159,58,Female,Black,No,Yes,Urban,3
1160,60,Male,White,No,No,Urban,5
1161,20,Female,White,Yes,Yes,Urban,5
1162,32,Male,Asian,No,No,Rural,2
1163,22,Female,White,Yes,No,Urban,3
1164,45,Male,Others,No,Yes,Urban,4
1165,57,Male,White,No,No,Urban,3
1166,27,Female,White,Yes,Yes,Urban,1
1167,63,Female,White,No,No,Urban,2
1168,39,Female,White,Yes,Yes,Urban,3
1169,20,Female,White,Yes,Yes,Urban,4
1170,56,Male,White,No,Yes,Rural,2
1171,55,Male,White,No,No,Urban,1
1172,53,Female,Latino,No,No,Urban,3
1173,61,Male,White,No,No,Rural,2
1174,19,Female,White,No,No,Urban,1
1175,42,Female,White,No,Yes,Urban,3
1176,55,Male,Latino,Yes,No,Urban,1
1177,47,Female,Latino,No,No,Urban,3
1178,23,Female,White,Yes,No,Urban,4
1179,32,Male,White,No,No,Urban,2
1180,38,Female,White,No,Yes,Rural,4
1181,37,Male,White,No,No,Urban,3
1182,30,Male,White,No,No,Urban,4
1183,28,Female,White,Yes,No,Urban,4
1184,21,Male,White,Yes,Yes,Urban,1
1185,51,Male,Black,No,No,Urban,4
1186,31,Female,Latino,Yes,Yes,Rural,3
1187,55,Female,White,No,Yes,Urban,3
1188,29,Male,Latino,No,No,Rural,2
1189,31,Male,White,No,No,Urban,5
1190,31,Male,White,Yes,Yes,Urban,1
1191,42,Male,Latino,Yes,Yes,Rural,2
1192,36,Female,Black,No,Yes,Urban,1
1193,35,Male,White,Yes,Yes,Urban,1
1194,29,Male,Asian,No,No,Urban,2
1195,20,Female,Latino,No,Yes,Rural,2
1196,54,Female,White,Yes,Yes,Urban,2
1197,26,Male,Others,Yes,Yes,Urban,3
1198,46,Male,White,No,Yes,Urban,3
1199,45,Female,Latino,No,No,Urban,4
1200,39,Female,Black,Yes,Yes,Urban,3
1201,18,Female,Others,Yes,No,Urban,2
1202,29,Female,White,Yes,No,Urban,3
1203,21,Female,White,No,No,Urban,4
1204,41,Female,White,No,Yes,Urban,2
1205,20,Female,White,No,Yes,Urban,1
1206,23,Male,White,No,Yes,Rural,3
1207,18,Female,White,No,No,Rural,1
1208,34,Female,White,No,Yes,Urban,5
1209,20,Female,Latino,No,Yes,Rural,3
1210,20,Female,White,No,Yes,Rural,4
1211,26,Female,White,No,Yes,Rural,2
1212,35,Male,White,No,No,Urban,3
1213,50,Male,White,No,No,Urban,5
1214,60,Female,White,No,No,Rural,2
1215,43,Male,White,No,No,Urban,2
1216,39,Male,Latino,No,No,Urban,4
1217,18,Male,Asian,No,No,Urban,2
1218,36,Male,Black,Yes,No,Urban,4
1219,23,Male,Others,Yes,Yes,Urban,4
1220,43,Female,Latino,No,Yes,Urban,5
1221,38,Male,White,No,Yes,Urban,3
1222,22,Female,White,No,Yes,Urban,3
1223,35,Male,White,No,Yes,Rural,4
1224,62,Male,Black,Yes,No,Urban,1
1225,32,Female,White,Yes,No,Urban,2
1226,37,Female,White,Yes,Yes,Urban,5
1227,45,Female,White,No,No,Urban,2
1228,54,Male,White,Yes,No,Rural,4
1229,26,Female,Black,No,No,Urban,2
1230,43,Female,Latino,Yes,No,Urban,2
1231,37,Female,White,No,No,Urban,2
1232,60,Female,Latino,No,Yes,Rural,3
1233,24,Male,Latino,Yes,Yes,Rural,2
1234,26,Male,White,No,No,Urban,3
1235,50,Female,Black,Yes,No,Urban,3
1236,39,Male,White,Yes,No,Urban,5
1237,18,Female,White,No,No,Urban,4
1238,25,Male,White,Yes,No,Urban,3
1239,51,Female,White,No,Yes,Rural,2
1240,56,Male,Latino,No,No,Urban,5
1241,42,Female,Latino,No,No,Urban,5
1242,50,Female,White,No,No,Urban,4
1243,26,Female,White,No,No,Urban,3
1244,61,Male,White,No,No,Urban,3
1245,61,Female,White,No,Yes,Urban,1
1246,34,Male,White,No,Yes,Urban,4
1247,28,Female,Latino,No,No,Rural,3
1248,36,Female,White,No,Yes,Urban,4
1249,39,Female,Latino,Yes,No,Urban,4
1250,26,Female,Black,Yes,Yes,Urban,3
1251,27,Female,White,No,Yes,Urban,1
1252,42,Male,Black,Yes,Yes,Rural,5
1253,38,Female,Others,No,No,Urban,4
1254,28,Female,White,Yes,No,Urban,4
1255,37,Female,White,No,Yes,Rural,3
1256,29,Male,Others,Yes,No,Urban,3
1257,56,Male,Latino,Yes,Yes,Urban,2
1258,32,Male,Black,Yes,Yes,Urban,1
1259,23,Male,White,Yes,No,Rural,3
1260,34,Male,Black,No,No,Urban,3
1261,22,Female,Latino,Yes,No,Urban,1
1262,32,Female,White,Yes,No,Urban,1
1263,49,Female,White,No,Yes,Urban,1
1264,20,Male,White,No,Yes,Urban,2
1265,20,Male,White,No,Yes,Urban,2
1266,32,Male,Others,Yes,Yes,Urban,1
1267,49,Male,White,No,Yes,Urban,5
1268,25,Male,Asian,No,No,Urban,2
1269,23,Male,White,Yes,Yes,Urban,5
1270,22,Female,Latino,No,No,Urban,3
1271,64,Female,White,No,Yes,Urban,4
1272,33,Male,Others,Yes,No,Rural,3
1273,63,Male,White,No,No,Rural,5
1274,34,Female,Black,No,No,Urban,1
1275,56,Female,White,No,No,Urban,3
1276,22,Male,White,Yes,Yes,Rural,3
1277,41,Female,White,No,No,Rural,3
1278,44,Female,Latino,Yes,No,Urban,2
1279,42,Female,White,No,Yes,Rural,4
1280,38,Female,White,No,Yes,Urban,2
1281,63,Female,White,No,Yes,Urban,4
1282,25,Female,White,Yes,No,Urban,4
1283,63,Male,Latino,No,No,Urban,2
1284,51,Male,Black,No,Yes,Urban,2
1285,32,Male,Black,Yes,No,Rural,5
1286,52,Female,White,Yes,No,Urban,2
1287,43,Female,Black,Yes,Yes,Urban,2
1288,53,Female,White,No,Yes,Rural,1
1289,51,Male,Latino,No,Yes,Rural,5
1290,52,Male,Black,No,Yes,Urban,5
1291,32,Female,Latino,No,Yes,Urban,4
1292,20,Male,Latino,Yes,No,Urban,4
1293,58,Female,Latino,No,Yes,Urban,1
1294,26,Male,White,Yes,Yes,Urban,2
1295,53,Male,White,No,Yes,Urban,4
1296,60,Female,Black,No,Yes,Urban,2
1297,43,Male,White,No,No,Urban,5
