ID,Group
2137,Control
2138,Control
2139,Control
2140,Control
2141,Reason
2142,Control
2143,Reason
2144,Emotion
2145,Control
2146,Reason
2147,Emotion
2148,Control
2149,Emotion
2150,Reason
2151,Reason
2152,Control
2153,Reason
2154,Emotion
2155,Emotion
2156,Reason
2157,Emotion
2158,Control
2159,Control
2160,Emotion
2161,Reason
2162,Emotion
2163,Emotion
2164,Emotion
2165,Emotion
2166,Reason
2167,Control
2168,Emotion
2169,Emotion
2170,Reason
2171,Control
2172,Reason
2173,Emotion
2174,Control
2175,Emotion
2176,Control
2177,Control
2178,Control
2179,Control
2180,Control
2181,Reason
2182,Control
2183,Reason
2184,Emotion
2185,Emotion
2186,Reason
2187,Control
2188,Emotion
2189,Control
2190,Emotion
2191,Reason
2192,Control
2193,Reason
2194,Reason
2195,Reason
2196,Control
2197,Emotion
2198,Reason
2199,Control
2200,Reason
2201,Emotion
2202,Reason
2203,Reason
2204,Emotion
2205,Emotion
2206,Reason
2207,Reason
2208,Reason
2209,Reason
2210,Reason
2211,Reason
2212,Control
2213,Emotion
2214,Emotion
2215,Control
2216,Reason
2217,Emotion
2218,Control
2219,Emotion
2220,Control
2221,Reason
2222,Emotion
2223,Emotion
2224,Emotion
2225,Control
2226,Reason
2227,Reason
2228,Emotion
2229,Reason
2230,Emotion
2231,Emotion
2232,Reason
2233,Emotion
2234,Reason
2235,Reason
2236,Emotion
2237,Emotion
2238,Reason
2239,Control
2240,Emotion
2241,Emotion
2242,Emotion
2243,Emotion
2244,Reason
2245,Emotion
2246,Control
2247,Control
2248,Control
2249,Reason
2250,Emotion
2251,Emotion
2252,Reason
2253,Reason
2254,Emotion
2255,Emotion
2256,Emotion
2257,Reason
2258,Emotion
2259,Emotion
2260,Reason
2261,Reason
2262,Reason
2263,Reason
2264,Emotion
2265,Emotion
2266,Emotion
2267,Reason
2268,Control
2269,Control
2270,Reason
2271,Reason
2272,Control
2273,Control
2274,Reason
2275,Emotion
2276,Reason
2277,Control
2278,Control
2279,Emotion
2280,Control
2281,Control
2282,Control
2283,Control
2284,Control
2285,Reason
2286,Control
2287,Control
2288,Emotion
2289,Emotion
2290,Reason
2291,Emotion
2292,Control
2293,Control
2294,Control
2295,Emotion
2296,Reason
2297,Reason
2298,Reason
2299,Control
2300,Control
2301,Control
2302,Control
2303,Reason
2304,Control
2305,Emotion
2306,Reason
2307,Control
2308,Reason
2309,Reason
2310,Reason
2311,Reason
2312,Control
2313,Control
2314,Emotion
2315,Control
2316,Emotion
2317,Emotion
2318,Control
2319,Emotion
2320,Reason
2321,Emotion
2322,Control
2323,Control
2324,Control
2325,Control
2326,Reason
2327,Reason
2328,Reason
2329,Control
2330,Reason
2331,Emotion
2332,Emotion
2333,Control
2334,Emotion
2335,Emotion
2336,Emotion
2337,Control
2338,Control
2339,Control
2340,Control
2341,Reason
2342,Control
2343,Emotion
2344,Reason
2345,Emotion
2346,Control
2347,Reason
2348,Control
2349,Control
2350,Emotion
2351,Control
2352,Emotion
2353,Emotion
2354,Emotion
2355,Control
2356,Reason
2357,Reason
2358,Control
2359,Emotion
2360,Control
2361,Reason
2362,Control
2363,Reason
2364,Reason
2365,Control
2366,Emotion
2367,Emotion
2368,Control
2369,Reason
2370,Reason
2371,Control
2372,Emotion
2373,Reason
2374,Reason
2375,Emotion
2376,Emotion
2377,Control
2378,Emotion
2379,Reason
2380,Emotion
2381,Control
2382,Reason
2383,Reason
2384,Emotion
2385,Emotion
2386,Control
2387,Control
2388,Reason
2389,Reason
2390,Control
2391,Emotion
2392,Reason
2393,Control
2394,Emotion
2395,Control
2396,Emotion
2397,Emotion
2398,Reason
2399,Control
2400,Control
2401,Reason
2402,Emotion
2403,Emotion
2404,Reason
2405,Reason
2406,Control
2407,Reason
2408,Control
2409,Reason
2410,Control
2411,Control
2412,Control
2413,Emotion
2414,Reason
2415,Reason
2416,Reason
2417,Control
2418,Emotion
2419,Emotion
2420,Emotion
2421,Control
2422,Emotion
2423,Reason
2424,Reason
2425,Reason
2426,Control
2427,Control
2428,Reason
2429,Emotion
2430,Control
2431,Control
2432,Emotion
2433,Control
2434,Control
2435,Emotion
2436,Emotion
2437,Control
2438,Emotion
2439,Control
2440,Emotion
2441,Emotion
2442,Reason
2443,Control
2444,Emotion
2445,Control
2446,Control
2447,Reason
2448,Reason
2449,Emotion
2450,Emotion
2451,Emotion
2452,Reason
2453,Reason
2454,Control
2455,Control
2456,Emotion
2457,Control
2458,Reason
2459,Emotion
2460,Emotion
2461,Reason
2462,Reason
2463,Emotion
2464,Emotion
2465,Emotion
2466,Emotion
2467,Reason
2468,Control
2469,Control
2470,Reason
2471,Emotion
2472,Control
2473,Control
2474,Control
2475,Reason
2476,Control
2477,Reason
2478,Emotion
2479,Emotion
2480,Control
2481,Emotion
2482,Control
2483,Reason
2484,Reason
2485,Control
2486,Reason
2487,Emotion
2488,Emotion
2489,Control
2490,Reason
2491,Control
2492,Control
2493,Control
2494,Emotion
2495,Emotion
2496,Reason
2497,Control
2498,Reason
2499,Control
2500,Control
2501,Reason
2502,Control
2503,Reason
2504,Reason
2505,Emotion
2506,Control
2507,Reason
2508,Control
2509,Control
2510,Reason
2511,Emotion
2512,Reason
2513,Control
2514,Reason
2515,Emotion
2516,Control
2517,Emotion
2518,Emotion
2519,Control
2520,Emotion
2521,Control
2522,Reason
2523,Emotion
2524,Reason
2525,Reason
2526,Emotion
2527,Emotion
2528,Reason
2529,Control
2530,Emotion
2531,Emotion
2532,Reason
2533,Reason
2534,Reason
2535,Emotion
2536,Emotion
2537,Reason
2538,Emotion
2539,Control
2540,Emotion
2541,Reason
2542,Reason
2543,Emotion
2544,Reason
2545,Emotion
2546,Reason
2547,Control
2548,Control
2549,Reason
2550,Control
2551,Reason
2552,Reason
2553,Reason
2554,Reason
2555,Reason
2556,Reason
2557,Control
2558,Reason
2559,Reason
2560,Emotion
2561,Emotion
2562,Reason
2563,Control
2564,Control
2565,Control
2566,Reason
2567,Control
2568,Reason
2569,Emotion
2570,Emotion
2571,Control
2572,Reason
2573,Emotion
2574,Control
2575,Reason
2576,Emotion
2577,Emotion
2578,Emotion
2579,Emotion
2580,Emotion
2581,Control
2582,Reason
2583,Emotion
2584,Control
2585,Reason
2586,Reason
2587,Emotion
2588,Control
2589,Reason
2590,Emotion
2591,Reason
2592,Control
2593,Emotion
2594,Reason
2595,Emotion
2596,Reason
2597,Control
2598,Control
2599,Reason
2600,Reason
2601,Emotion
2602,Control
2603,Control
2604,Control
2605,Control
2606,Emotion
2607,Reason
2608,Control
2609,Reason
2610,Reason
2611,Emotion
2612,Reason
2613,Control
2614,Control
2615,Reason
2616,Control
2617,Reason
2618,Reason
2619,Emotion
2620,Emotion
2621,Control
2622,Reason
2623,Control
2624,Control
2625,Reason
2626,Reason
2627,Emotion
2628,Emotion
2629,Emotion
2630,Reason
2631,Control
2632,Reason
2633,Reason
2634,Control
2635,Emotion
2636,Reason
2637,Control
2638,Emotion
2639,Emotion
2640,Emotion
2641,Emotion
2642,Control
2643,Emotion
2644,Emotion
2645,Emotion
2646,Reason
2647,Control
2648,Emotion
2649,Reason
2650,Reason
2651,Control
2652,Reason
2653,Control
2654,Emotion
2655,Control
2656,Reason
2657,Reason
2658,Emotion
2659,Emotion
2660,Emotion
2661,Emotion
2662,Control
2663,Control
2664,Reason
2665,Emotion
2666,Emotion
2667,Emotion
2668,Emotion
2669,Reason
2670,Control
2671,Control
2672,Reason
2673,Reason
2674,Emotion
2675,Reason
2676,Control
2677,Emotion
2678,Control
2679,Reason
2680,Control
2681,Reason
2682,Control
2683,Reason
2684,Reason
2685,Control
2686,Control
2687,Emotion
2688,Reason
2689,Control
2690,Emotion
2691,Control
2692,Reason
2693,Control
2694,Control
2695,Control
2696,Emotion
2697,Reason
2698,Control
2699,Emotion
2700,Emotion
2701,Emotion
2702,Emotion
2703,Control
2704,Emotion
2705,Control
2706,Reason
2707,Control
2708,Control
2709,Reason
2710,Emotion
2711,Emotion
2712,Emotion
2713,Reason
2714,Emotion
2715,Reason
2716,Control
2717,Emotion
2718,Emotion
2719,Emotion
2720,Emotion
2721,Emotion
2722,Emotion
2723,Reason
2724,Control
2725,Control
2726,Reason
2727,Control
2728,Emotion
2729,Reason
2730,Control
2731,Reason
2732,Reason
2733,Emotion
2734,Control
2735,Emotion
2736,Reason
2737,Reason
2738,Emotion
2739,Emotion
2740,Emotion
2741,Control
2742,Emotion
2743,Reason
2744,Control
2745,Reason
2746,Emotion
2747,Control
2748,Emotion
2749,Reason
2750,Reason
2751,Reason
2752,Control
2753,Emotion
2754,Control
2755,Control
2756,Emotion
2757,Control
2758,Emotion
2759,Emotion
2760,Emotion
2761,Emotion
2762,Control
2763,Control
2764,Emotion
2765,Reason
2766,Reason
2767,Control
2768,Reason
2769,Reason
2770,Emotion
2771,Control
2772,Emotion
2773,Emotion
2774,Reason
2775,Reason
2776,Control
2777,Emotion
2778,Control
2779,Emotion
2780,Reason
2781,Emotion
2782,Control
2783,Reason
2784,Reason
2785,Reason
2786,Control
2787,Reason
2788,Emotion
2789,Control
2790,Control
2791,Emotion
2792,Control
2793,Control
2794,Emotion
2795,Control
2796,Reason
2797,Reason
2798,Reason
2799,Emotion
2800,Emotion
2801,Emotion
2802,Control
2803,Reason
2804,Control
2805,Control
2806,Emotion
2807,Reason
2808,Reason
2809,Emotion
2810,Emotion
2811,Reason
2812,Reason
2813,Control
2814,Emotion
2815,Reason
2816,Control
2817,Control
2818,Emotion
2819,Control
2820,Emotion
2821,Control
2822,Control
2823,Control
2824,Control
2825,Emotion
2826,Control
2827,Emotion
2828,Emotion
2829,Control
2830,Control
2831,Control
2832,Emotion
2833,Reason
2834,Reason
2835,Control
2836,Emotion
2837,Control
2838,Control
2839,Emotion
2840,Emotion
2841,Reason
2842,Reason
2843,Reason
2844,Control
2845,Emotion
2846,Emotion
2847,Control
2848,Emotion
2849,Control
2850,Reason
2851,Reason
2852,Control
2853,Emotion
2854,Reason
2855,Control
2856,Emotion
2857,Emotion
2858,Emotion
2859,Emotion
2860,Control
2861,Emotion
2862,Reason
2863,Reason
2864,Emotion
2865,Control
2866,Emotion
2867,Emotion
2868,Emotion
2869,Emotion
2870,Reason
2871,Emotion
2872,Control
2873,Emotion
2874,Emotion
2875,Control
2876,Emotion
2877,Emotion
2878,Control
2879,Emotion
2880,Reason
2881,Control
2882,Control
2883,Reason
2884,Reason
2885,Control
2886,Control
2887,Reason
2888,Reason
2889,Reason
2890,Control
2891,Control
2892,Reason
2893,Reason
2894,Control
2895,Control
2896,Reason
2897,Emotion
2898,Emotion
2899,Control
2900,Control
2901,Control
2902,Control
2903,Reason
2904,Control
2905,Control
2906,Emotion
2907,Emotion
2908,Reason
2909,Reason
2910,Control
2911,Control
2912,Control
2913,Reason
2914,Control
2915,Control
2916,Emotion
2917,Control
2918,Emotion
2919,Reason
2920,Reason
2921,Reason
2922,Control
2923,Emotion
2924,Reason
2925,Control
2926,Reason
2927,Control
2928,Control
2929,Reason
2930,Control
2931,Emotion
2932,Control
2933,Emotion
2934,Control
2935,Emotion
2936,Reason
2937,Reason
2938,Emotion
2939,Emotion
2940,Emotion
2941,Control
2942,Emotion
2943,Emotion
2944,Reason
2945,Control
2946,Control
2947,Control
2948,Reason
2949,Emotion
2950,Control
2951,Reason
2952,Emotion
2953,Control
2954,Emotion
2955,Control
2956,Emotion
2957,Emotion
2958,Control
2959,Emotion
2960,Control
2961,Emotion
2962,Control
2963,Control
2964,Control
2965,Control
2966,Reason
2967,Reason
2968,Control
2969,Control
2970,Control
2971,Reason
2972,Emotion
2973,Reason
2974,Control
2975,Emotion
2976,Control
2977,Reason
2978,Emotion
2979,Emotion
2980,Emotion
2981,Emotion
2982,Reason
2983,Control
2984,Control
2985,Reason
2986,Emotion
2987,Emotion
2988,Reason
2989,Control
2990,Emotion
2991,Control
2992,Control
2993,Emotion
2994,Control
2995,Reason
2996,Emotion
2997,Reason
2998,Control
2999,Reason
3000,Control
3001,Emotion
3002,Reason
3003,Emotion
3004,Emotion
3005,Reason
3006,Emotion
3007,Emotion
3008,Reason
3009,Emotion
3010,Control
3011,Emotion
3012,Control
3013,Control
3014,Reason
3015,Control
3016,Control
3017,Emotion
3018,Control
3019,Reason
3020,Reason
3021,Reason
3022,Reason
3023,Reason
3024,Reason
3025,Reason
3026,Emotion
3027,Control
3028,Control
3029,Control
3030,Control
3031,Control
3032,Reason
3033,Reason
3034,Emotion
3035,Control
3036,Control
3037,Emotion
3038,Emotion
3039,Emotion
3040,Control
3041,Control
3042,Control
3043,Emotion
3044,Reason
3045,Control
3046,Emotion
3047,Reason
3048,Control
3049,Emotion
3050,Reason
3051,Control
3052,Emotion
3053,Reason
3054,Reason
3055,Emotion
3056,Reason
3057,Control
3058,Control
3059,Control
3060,Control
3061,Reason
3062,Reason
3063,Control
3064,Control
3065,Emotion
3066,Reason
3067,Reason
3068,Control
3069,Reason
3070,Control
3071,Reason
3072,Emotion
3073,Emotion
3074,Reason
3075,Emotion
3076,Emotion
3077,Reason
3078,Emotion
3079,Control
3080,Control
3081,Emotion
3082,Emotion
3083,Control
3084,Emotion
3085,Control
3086,Reason
3087,Emotion
3088,Emotion
3089,Emotion
3090,Reason
3091,Control
3092,Control
3093,Reason
3094,Emotion
3095,Control
3096,Emotion
3097,Reason
3098,Emotion
3099,Reason
3100,Emotion
3101,Emotion
3102,Emotion
3103,Control
3104,Emotion
3105,Reason
3106,Control
3107,Emotion
3108,Control
3109,Reason
3110,Control
3111,Emotion
3112,Control
3113,Emotion
3114,Control
3115,Emotion
3116,Emotion
3117,Control
3118,Emotion
3119,Control
3120,Reason
3121,Reason
3122,Control
3123,Emotion
3124,Reason
3125,Control
3126,Control
3127,Emotion
3128,Reason
3129,Control
3130,Control
3131,Control
3132,Control
3133,Reason
3134,Reason
3135,Reason
3136,Reason
3137,Control
3138,Reason
3139,Emotion
3140,Control
3141,Emotion
3142,Reason
3143,Emotion
3144,Control
3145,Reason
3146,Reason
3147,Control
3148,Reason
3149,Reason
3150,Reason
3151,Emotion
3152,Control
3153,Control
3154,Reason
3155,Reason
3156,Emotion
3157,Control
3158,Control
3159,Emotion
3160,Emotion
3161,Control
3162,Control
3163,Emotion
3164,Control
3165,Emotion
3166,Emotion
3167,Emotion
3168,Emotion
3169,Control
3170,Control
3171,Control
3172,Emotion
3173,Control
3174,Emotion
3175,Control
3176,Emotion
3177,Emotion
3178,Control
3179,Reason
3180,Emotion
3181,Reason
3182,Reason
3183,Reason
3184,Control
3185,Reason
3186,Control
3187,Emotion
3188,Emotion
3189,Control
3190,Control
3191,Emotion
3192,Reason
3193,Emotion
3194,Reason
3195,Reason
3196,Emotion
3197,Control
3198,Emotion
3199,Control
3200,Emotion
3201,Emotion
3202,Emotion
3203,Emotion
3204,Control
3205,Control
3206,Control
3207,Reason
3208,Control
3209,Reason
3210,Control
3211,Emotion
3212,Reason
3213,Emotion
3214,Emotion
3215,Reason
3216,Emotion
3217,Control
3218,Reason
3219,Reason
3220,Emotion
3221,Control
3222,Control
3223,Reason
3224,Reason
3225,Emotion
3226,Reason
3227,Control
3228,Reason
3229,Control
3230,Reason
3231,Reason
3232,Reason
3233,Control
3234,Emotion
3235,Control
3236,Emotion
3237,Control
3238,Control
3239,Reason
3240,Control
3241,Control
3242,Emotion
3243,Reason
3244,Emotion
3245,Control
3246,Reason
3247,Emotion
3248,Emotion
3249,Reason
3250,Reason
3251,Emotion
3252,Control
3253,Control
3254,Emotion
3255,Control
3256,Reason
3257,Emotion
3258,Control
3259,Control
3260,Control
3261,Control
3262,Control
3263,Reason
3264,Emotion
3265,Emotion
3266,Emotion
3267,Control
3268,Emotion
3269,Emotion
3270,Emotion
3271,Reason
3272,Reason
3273,Emotion
3274,Reason
3275,Reason
3276,Emotion
3277,Control
3278,Emotion
3279,Control
3280,Control
3281,Control
3282,Control
3283,Control
3284,Emotion
3285,Reason
3286,Emotion
3287,Control
3288,Reason
3289,Control
3290,Reason
3291,Emotion
3292,Control
3293,Control
3294,Control
3295,Reason
3296,Control
3297,Emotion
3298,Reason
3299,Emotion
3300,Control
3301,Control
3302,Emotion
3303,Control
3304,Control
3305,Reason
3306,Reason
3307,Control
3308,Emotion
3309,Emotion
3310,Emotion
3311,Reason
3312,Emotion
3313,Reason
3314,Control
3315,Emotion
3316,Reason
3317,Control
3318,Control
3319,Reason
3320,Reason
3321,Control
3322,Control
3323,Reason
3324,Control
3325,Control
3326,Control
3327,Emotion
3328,Control
3329,Emotion
3330,Control
3331,Reason
3332,Control
3333,Emotion
3334,Emotion
3335,Emotion
3336,Reason
3337,Reason
3338,Emotion
3339,Reason
3340,Reason
3341,Emotion
3342,Reason
3343,Reason
3344,Emotion
3345,Control
3346,Reason
3347,Emotion
3348,Emotion
3349,Reason
3350,Control
3351,Reason
3352,Reason
3353,Emotion
3354,Emotion
3355,Reason
3356,Control
3357,Reason
3358,Reason
3359,Emotion
3360,Reason
3361,Emotion
3362,Control
3363,Reason
3364,Emotion
3365,Control
3366,Emotion
3367,Control
3368,Reason
3369,Control
3370,Reason
3371,Control
3372,Emotion
3373,Control
3374,Control
3375,Reason
3376,Emotion
3377,Emotion
3378,Control
3379,Reason
3380,Control
3381,Control
3382,Reason
3383,Emotion
3384,Emotion
3385,Reason
3386,Control
3387,Control
3388,Emotion
3389,Emotion
3390,Reason
3391,Reason
3392,Reason
3393,Emotion
3394,Reason
3395,Control
3396,Emotion
3397,Reason
3398,Control
3399,Reason
3400,Emotion
3401,Reason
3402,Control
3403,Control
3404,Control
3405,Reason
3406,Reason
3407,Reason
3408,Emotion
3409,Control
3410,Emotion
3411,Reason
3412,Control
3413,Emotion
3414,Control
3415,Emotion
3416,Reason
3417,Reason
3418,Emotion
3419,Control
3420,Control
3421,Emotion
3422,Emotion
3423,Emotion
3424,Control
3425,Control
3426,Control
3427,Reason
3428,Control
3429,Emotion
3430,Control
3431,Reason
3432,Control
3433,Reason
3434,Control
3435,Reason
3436,Control
3437,Emotion
3438,Reason
3439,Control
3440,Reason
3441,Reason
3442,Reason
3443,Emotion
3444,Control
3445,Emotion
3446,Control
3447,Control
3448,Emotion
3449,Reason
3450,Control
3451,Control
3452,Reason
3453,Reason
3454,Emotion
3455,Reason
3456,Reason
3457,Reason
3458,Reason
3459,Emotion
3460,Control
3461,Reason
3462,Reason
3463,Control
3464,Emotion
3465,Reason
3466,Control
3467,Reason
3468,Reason
3469,Reason
3470,Emotion
3471,Control
3472,Reason
3473,Control
3474,Reason
3475,Control
3476,Control
3477,Control
3478,Control
3479,Control
3480,Emotion
3481,Reason
3482,Control
3483,Reason
3484,Emotion
3485,Reason
3486,Emotion
3487,Reason
3488,Control
3489,Emotion
3490,Emotion
3491,Reason
3492,Emotion
3493,Reason
3494,Emotion
3495,Reason
3496,Emotion
3497,Emotion
3498,Reason
3499,Reason
3500,Reason
3501,Reason
3502,Reason
3503,Reason
3504,Emotion
3505,Emotion
3506,Reason
3507,Control
3508,Emotion
3509,Control
3510,Reason
3511,Control
3512,Emotion
3513,Emotion
3514,Control
3515,Emotion
3516,Reason
3517,Control
3518,Emotion
3519,Reason
3520,Emotion
3521,Control
3522,Emotion
3523,Emotion
3524,Emotion
3525,Emotion
3526,Emotion
3527,Emotion
3528,Control
3529,Emotion
3530,Control
3531,Control
3532,Control
3533,Control
3534,Control
3535,Reason
3536,Reason
3537,Emotion
3538,Reason
3539,Reason
3540,Reason
3541,Control
3542,Emotion
3543,Reason
3544,Control
3545,Reason
3546,Reason
3547,Emotion
3548,Reason
3549,Reason
3550,Reason
3551,Emotion
3552,Control
3553,Control
3554,Reason
3555,Reason
3556,Emotion
3557,Control
3558,Emotion
3559,Emotion
3560,Emotion
3561,Control
3562,Reason
3563,Reason
3564,Control
3565,Emotion
3566,Reason
3567,Control
3568,Control
3569,Emotion
3570,Emotion
3571,Control
3572,Emotion
3573,Emotion
3574,Control
3575,Reason
3576,Emotion
3577,Reason
3578,Emotion
3579,Reason
3580,Reason
3581,Emotion
3582,Reason
3583,Control
3584,Emotion
3585,Control
3586,Emotion
3587,Control
3588,Reason
3589,Control
3590,Control
3591,Emotion
3592,Control
3593,Emotion
3594,Reason
3595,Reason
3596,Control
3597,Reason
3598,Reason
3599,Emotion
3600,Reason
3601,Control
3602,Emotion
3603,Control
3604,Control
3605,Emotion
3606,Emotion
3607,Emotion
3608,Emotion
3609,Control
3610,Reason
3611,Reason
3612,Reason
3613,Reason
3614,Emotion
3615,Emotion
3616,Reason
3617,Emotion
3618,Emotion
3619,Emotion
3620,Reason
3621,Reason
3622,Emotion
3623,Reason
3624,Emotion
3625,Control
3626,Control
3627,Emotion
3628,Control
3629,Emotion
3630,Emotion
3631,Emotion
3632,Reason
3633,Emotion
3634,Emotion
3635,Reason
3636,Control
3637,Reason
3638,Reason
3639,Reason
3640,Control
3641,Control
3642,Control
3643,Control
3644,Reason
3645,Control
3646,Emotion
3647,Emotion
3648,Reason
3649,Control
3650,Control
3651,Reason
3652,Control
3653,Emotion
3654,Emotion
3655,Emotion
3656,Control
3657,Control
3658,Control
3659,Emotion
3660,Control
3661,Reason
3662,Reason
3663,Reason
3664,Reason
3665,Reason
3666,Control
3667,Control
3668,Reason
3669,Control
3670,Reason
3671,Control
3672,Reason
3673,Reason
3674,Emotion
3675,Reason
3676,Control
3677,Emotion
3678,Emotion
3679,Control
3680,Reason
3681,Emotion
3682,Control
3683,Control
3684,Emotion
3685,Emotion
3686,Control
3687,Emotion
3688,Emotion
3689,Emotion
3690,Control
3691,Emotion
3692,Control
3693,Emotion
3694,Reason
3695,Reason
3696,Reason
3697,Reason
3698,Control
3699,Control
3700,Reason
3701,Emotion
3702,Emotion
3703,Control
3704,Reason
3705,Control
3706,Emotion
3707,Reason
3708,Reason
3709,Emotion
3710,Control
3711,Control
3712,Reason
3713,Emotion
3714,Control
3715,Emotion
3716,Control
3717,Control
3718,Emotion
3719,Reason
3720,Control
3721,Control
3722,Emotion
3723,Control
3724,Control
3725,Control
3726,Control
3727,Reason
3728,Emotion
3729,Control
3730,Emotion
3731,Reason
3732,Control
3733,Reason
3734,Control
3735,Emotion
3736,Reason
3737,Control
3738,Reason
3739,Control
3740,Reason
3741,Emotion
3742,Control
3743,Control
3744,Control
3745,Control
3746,Reason
3747,Reason
3748,Reason
3749,Reason
3750,Emotion
3751,Emotion
3752,Emotion
3753,Emotion
3754,Emotion
3755,Control
3756,Reason
3757,Control
3758,Reason
3759,Emotion
3760,Control
3761,Control
3762,Control
3763,Emotion
3764,Emotion
3765,Emotion
3766,Control
3767,Control
3768,Control
3769,Control
3770,Emotion
3771,Reason
3772,Emotion
3773,Reason
3774,Emotion
3775,Reason
3776,Emotion
3777,Emotion
3778,Reason
3779,Emotion
3780,Control
3781,Reason
3782,Control
3783,Reason
3784,Control
3785,Emotion
3786,Control
3787,Emotion
3788,Reason
3789,Reason
3790,Control
3791,Control
3792,Control
3793,Control
3794,Reason
3795,Control
3796,Reason
3797,Control
3798,Reason
3799,Reason
3800,Reason
3801,Emotion
3802,Reason
3803,Reason
3804,Control
3805,Control
3806,Emotion
3807,Emotion
3808,Emotion
3809,Emotion
3810,Emotion
3811,Control
3812,Emotion
3813,Control
3814,Reason
3815,Emotion
3816,Reason
3817,Emotion
3818,Control
3819,Emotion
3820,Emotion
3821,Reason
3822,Reason
3823,Emotion
3824,Control
3825,Emotion
3826,Reason
3827,Emotion
3828,Control
3829,Reason
3830,Control
3831,Emotion
3832,Emotion
3833,Emotion
3834,Reason
3835,Reason
3836,Reason
3837,Emotion
3838,Control
3839,Control
3840,Control
3841,Emotion
3842,Emotion
3843,Control
3844,Reason
3845,Reason
3846,Emotion
3847,Reason
3848,Emotion
3849,Reason
3850,Emotion
3851,Reason
3852,Reason
3853,Emotion
3854,Emotion
3855,Control
3856,Emotion
3857,Emotion
3858,Reason
3859,Reason
3860,Emotion
3861,Reason
3862,Reason
3863,Reason
3864,Reason
3865,Reason
3866,Emotion
3867,Emotion
3868,Reason
3869,Reason
3870,Emotion
3871,Reason
3872,Reason
3873,Reason
3874,Control
3875,Emotion
3876,Reason
3877,Reason
3878,Emotion
3879,Control
3880,Control
3881,Control
3882,Emotion
3883,Emotion
3884,Reason
3885,Control
3886,Emotion
3887,Control
3888,Reason
3889,Reason
3890,Control
3891,Reason
3892,Reason
3893,Reason
3894,Control
3895,Emotion
3896,Reason
3897,Control
3898,Control
3899,Emotion
3900,Control
3901,Emotion
3902,Emotion
3903,Control
3904,Reason
3905,Emotion
3906,Control
3907,Control
3908,Emotion
3909,Emotion
3910,Reason
3911,Control
3912,Emotion
3913,Emotion
3914,Emotion
3915,Emotion
3916,Control
3917,Reason
3918,Control
3919,Reason
3920,Reason
3921,Emotion
3922,Emotion
3923,Reason
3924,Control
3925,Reason
3926,Emotion
3927,Reason
3928,Reason
3929,Control
3930,Emotion
3931,Reason
3932,Emotion
3933,Reason
3934,Emotion
3935,Emotion
3936,Control
3937,Reason
3938,Reason
3939,Control
3940,Reason
3941,Emotion
3942,Reason
3943,Reason
3944,Reason
3945,Emotion
3946,Emotion
3947,Reason
3948,Control
3949,Control
3950,Control
3951,Control
3952,Emotion
3953,Emotion
3954,Control
3955,Control
3956,Reason
3957,Reason
3958,Reason
3959,Control
3960,Emotion
3961,Emotion
3962,Reason
3963,Control
3964,Reason
3965,Emotion
3966,Control
3967,Control
3968,Emotion
3969,Control
3970,Control
3971,Control
3972,Reason
3973,Reason
3974,Reason
3975,Emotion
3976,Emotion
3977,Control
3978,Reason
3979,Control
3980,Emotion
3981,Emotion
3982,Reason
3983,Control
3984,Control
3985,Control
3986,Reason
3987,Control
3988,Emotion
3989,Reason
3990,Reason
3991,Reason
3992,Emotion
3993,Reason
3994,Control
3995,Control
3996,Control
3997,Control
3998,Reason
3999,Reason
4000,Control
4001,Reason
4002,Emotion
4003,Control
4004,Reason
4005,Emotion
4006,Control
4007,Control
4008,Reason
4009,Control
4010,Control
4011,Emotion
4012,Reason
4013,Emotion
4014,Control
4015,Reason
4016,Emotion
4017,Control
4018,Control
4019,Emotion
4020,Reason
4021,Emotion
4022,Control
4023,Control
4024,Emotion
4025,Reason
4026,Emotion
4027,Control
4028,Emotion
4029,Control
4030,Control
4031,Control
4032,Control
4033,Emotion
4034,Emotion
4035,Emotion
4036,Reason
4037,Control
4038,Control
4039,Emotion
4040,Control
4041,Reason
4042,Control
4043,Control
4044,Emotion
4045,Reason
4046,Control
4047,Emotion
4048,Control
4049,Control
4050,Control
4051,Control
4052,Emotion
4053,Reason
4054,Emotion
4055,Control
4056,Emotion
4057,Control
4058,Control
4059,Emotion
4060,Emotion
4061,Reason
4062,Reason
4063,Reason
4064,Emotion
4065,Emotion
4066,Reason
4067,Reason
4068,Reason
4069,Emotion
4070,Control
4071,Emotion
4072,Emotion
4073,Control
4074,Emotion
4075,Control
4076,Emotion
4077,Emotion
4078,Reason
4079,Emotion
4080,Emotion
4081,Emotion
4082,Emotion
4083,Emotion
4084,Control
4085,Emotion
4086,Control
4087,Reason
4088,Control
4089,Reason
4090,Control
4091,Control
4092,Emotion
4093,Reason
4094,Emotion
4095,Control
4096,Control
4097,Emotion
4098,Control
4099,Control
4100,Reason
4101,Control
4102,Control
4103,Reason
4104,Control
4105,Control
4106,Emotion
4107,Control
4108,Control
4109,Emotion
4110,Emotion
4111,Reason
4112,Control
4113,Reason
4114,Control
4115,Control
4116,Emotion
4117,Emotion
4118,Reason
4119,Control
4120,Control
4121,Control
4122,Control
4123,Control
4124,Reason
4125,Reason
4126,Emotion
4127,Emotion
4128,Control
4129,Control
4130,Reason
4131,Reason
4132,Reason
4133,Reason
4134,Reason
4135,Control
4136,Control
4137,Control
4138,Reason
4139,Reason
